1541756183.793,3437584,true,true,6346.05,0.001
1541756333.363,1,false,false,6365.21,0.157
1541756333.364,1,false,false,6365.22,0
1541756333.367,1,false,false,6365.23,0
1541756333.368,1,false,false,6365.2,0.02
1541756333.445,1,false,false,6365.19,0.157
1541756333.446,1,false,false,6365.2,0
1541756333.484,1,false,false,6365.21,0
1541756333.485,1,false,false,6365.18,0.02
1541756333.548,1,false,false,6365.17,0.157
1541756333.554,1,false,false,6365.18,0
1541756333.566,1,false,false,6365.19,0
1541756333.569,1,false,false,6365.16,0.02
1541756333.603,1,false,false,6365.15,0.157
1541756333.606,1,false,false,6365.16,0
1541756333.623,1,false,false,6365.14,0.02
1541756333.629,1,false,false,6365.17,0
1541756334.238,1,false,false,6365.13,0.157
1541756334.241,1,false,false,6365.14,0
1541756334.257,1,false,false,6365.15,0
1541756334.258,1,false,false,6365.12,0.02
1541756334.339,1,false,false,6365.11,0.157
1541756334.342,1,false,false,6365.12,0
1541756334.356,1,false,false,6365.1,0.02
1541756334.358,1,false,false,6365.13,0
1541756334.398,1,false,false,6365.09,0.157
1541756334.407,1,false,false,6365.1,0
1541756334.421,1,false,false,6365.11,0
1541756334.425,1,false,false,6365.08,0.02
1541756334.457,1,false,false,6365.07,0.157
1541756334.461,1,false,false,6365.08,0
1541756334.474,1,false,false,6365.06,0.02
1541756334.475,1,false,false,6365.09,0
1541756334.505,1,false,false,6365.05,0.157
1541756334.508,1,false,false,6365.06,0
1541756334.523,1,false,false,6365.07,0
1541756334.527,1,false,false,6365.04,0.02
1541756334.585,1,false,false,6365.03,0.157
1541756334.589,1,false,false,6365.04,0
1541756334.605,1,false,false,6365.05,0
1541756334.605,1,false,false,6365.02,0.02
1541756334.634,1,false,false,6365.01,0.157
1541756334.645,1,false,false,6365.02,0
1541756334.655,1,false,false,6365.03,0
1541756334.661,1,false,false,6365,0.02
1541756334.767,1,false,false,6364.99,0.157
1541756334.789,1,false,false,6365.01,0
1541756334.828,1,false,false,6365,0
1541756334.887,1,false,false,6365.31,0
1541756334.903,1,false,false,6364.98,0.02
1541756334.938,1,false,false,6364.97,0.157
1541756334.941,1,false,false,6364.98,0
1541756334.986,1,false,false,6364.96,0.02
1541756334.986,1,false,false,6364.99,0
1541756335.025,1,false,false,6364.95,0.157
1541756335.031,1,false,false,6364.96,0
1541756335.034,1,false,false,6364.97,0
1541756335.045,1,false,false,6364.94,0.02
1541756335.071,1,false,false,6364.93,0.157
1541756335.075,1,false,false,6364.94,0
1541756335.086,1,false,false,6364.92,0.02
1541756335.087,1,false,false,6364.95,0
1541756335.114,1,false,false,6364.91,0.157
1541756335.117,1,false,false,6364.92,0
1541756335.132,1,false,false,6364.93,0
1541756335.131,1,false,false,6364.9,0.02
1541756335.159,1,false,false,6364.89,0.157
1541756335.162,1,false,false,6364.9,0
1541756335.174,1,false,false,6364.88,0.02
1541756335.176,1,false,false,6364.91,0
1541756335.251,1,false,false,6364.87,0.157
1541756335.262,1,false,false,6364.88,0
1541756335.266,1,false,false,6364.89,0
1541756335.274,1,false,false,6364.86,0.02
1541756335.307,1,false,false,6364.85,0.157
1541756335.31,1,false,false,6364.86,0
1541756335.36,1,false,false,6364.87,0
1541756335.359,1,false,false,6364.84,0.02
1541756335.363,1,false,false,6364.83,0.157
1541756335.371,1,false,false,6364.84,0
1541756335.373,1,false,false,6364.85,0
1541756335.382,1,false,false,6364.82,0.02
1541756335.446,1,false,false,6364.81,0.157
1541756335.449,1,false,false,6364.82,0
1541756335.462,1,false,false,6364.8,0.02
1541756335.464,1,false,false,6364.83,0
1541756335.527,1,false,true,6350.01,0
1541756335.558,1,false,false,6364.79,0.157
1541756335.561,1,false,false,6364.8,0
1541756335.572,1,false,false,6364.78,0.02
1541756335.573,1,false,false,6364.81,0
1541756335.604,1,false,false,6364.77,0.157
1541756335.609,1,false,false,6364.78,0
1541756335.622,1,false,false,6364.79,0
1541756335.621,1,false,false,6364.76,0.02
1541756335.646,1,false,false,6364.75,0.157
1541756335.668,1,false,false,6364.76,0
1541756335.669,1,false,false,6364.77,0
1541756335.679,1,false,false,6364.74,0.02
1541756335.78,1,false,false,6364.73,0.157
1541756335.786,1,false,false,6364.74,0
1541756335.794,1,false,false,6364.75,0
1541756335.8,1,false,false,6364.72,0.02
1541756335.835,1,false,false,6364.71,0.157
1541756335.838,1,false,false,6364.72,0
1541756335.85,1,false,false,6364.73,0
1541756335.851,1,false,false,6364.7,0.02
1541756335.881,1,false,false,6364.69,0.157
1541756335.885,1,false,false,6364.7,0
1541756335.912,1,false,false,6364.68,0.02
1541756335.915,1,false,false,6364.71,0
1541756335.936,1,false,false,6364.67,0.157
1541756335.942,1,false,false,6364.68,0
1541756335.954,1,false,false,6364.69,0
1541756335.965,1,false,false,6364.66,0.02
1541756335.994,1,false,false,6364.65,0.157
1541756335.999,1,false,false,6364.66,0
1541756336.012,1,false,false,6364.64,0.02
1541756336.017,1,false,false,6364.67,0
1541756336.053,1,false,false,6364.63,0.157
1541756336.055,1,false,false,6364.64,0
1541756336.066,1,false,false,6364.62,0.02
1541756336.07,1,false,false,6364.65,0
1541756336.1,1,false,false,6364.61,0.157
1541756336.111,1,false,false,6364.62,0
1541756336.124,1,false,false,6364.6,0.02
1541756336.653,1,false,false,6364.63,0
1541756336.734,1,false,false,6364.59,0.157
1541756336.739,1,false,false,6364.6,0
1541756336.75,1,false,false,6364.58,0.02
1541756336.751,1,false,false,6364.61,0
1541756336.778,1,false,false,6364.57,0.157
1541756336.781,1,false,false,6364.58,0
1541756336.793,1,false,false,6364.56,0.02
1541756336.795,1,false,false,6364.59,0
1541756336.835,1,false,false,6394.41,0.21047318
1541756336.837,1,false,false,6364.55,0.157
1541756336.84,1,false,false,6364.56,0
1541756336.852,1,false,false,6364.54,0.02
1541756336.855,1,false,false,6364.57,0
1541756336.885,1,false,false,6364.53,0.157
1541756336.888,1,false,false,6364.54,0
1541756336.901,1,false,false,6364.52,0.02
1541756336.902,1,false,false,6364.55,0
1541756336.945,1,false,false,6364.51,0.157
1541756336.948,1,false,false,6364.52,0
1541756336.96,1,false,false,6364.5,0.02
1541756336.961,1,false,false,6396.25,0
1541756336.962,1,false,false,6364.53,0
1541756337.04,1,false,false,6364.49,0.157
1541756337.064,1,false,false,6364.51,0
1541756337.081,1,false,false,6364.5,0
1541756337.092,1,false,false,6364.48,0.02
1541756337.117,1,false,false,6364.47,0.157
1541756337.132,1,false,false,6364.49,0
1541756337.141,1,false,false,6364.48,0
1541756337.153,1,false,false,6364.46,0.02
1541756337.181,1,false,false,6364.45,0.157
1541756337.185,1,false,false,6364.46,0
1541756337.195,1,false,false,6364.44,0.02
1541756337.196,1,false,false,6364.47,0
1541756337.227,1,false,false,6364.43,0.157
1541756337.23,1,false,false,6364.44,0
1541756337.24,1,false,false,6364.42,0.02
1541756337.243,1,false,false,6364.45,0
1541756337.271,1,false,false,6364.41,0.157
1541756337.274,1,false,false,6364.42,0
1541756337.286,1,false,false,6364.4,0.02
1541756337.287,1,false,false,6364.43,0
1541756337.315,1,false,false,6364.39,0.157
1541756337.32,1,false,false,6364.4,0
1541756337.332,1,false,false,6364.38,0.02
1541756337.333,1,false,false,6364.41,0
1541756337.361,1,false,false,6364.37,0.157
1541756337.364,1,false,false,6364.38,0
1541756337.375,1,false,false,6364.36,0.02
1541756337.378,1,false,false,6364.39,0
1541756337.404,1,false,false,6364.35,0.157
1541756337.407,1,false,false,6364.36,0
1541756337.418,1,false,false,6364.34,0.02
1541756337.424,1,false,false,6364.37,0
1541756337.494,1,false,false,6364.33,0.157
1541756337.497,1,false,false,6364.34,0
1541756337.509,1,false,false,6364.35,0
1541756337.511,1,false,false,6364.32,0.02
1541756337.535,1,false,false,6364.31,0.157
1541756337.551,1,false,false,6364.33,0
1541756337.556,1,false,false,6364.32,0
1541756337.568,1,false,false,6364.3,0.02
1541756338.096,1,false,false,6364.29,0.157
1541756338.108,1,false,false,6364.3,0
1541756338.113,1,false,false,6364.31,0
1541756338.124,1,false,false,6364.28,0.02
1541756338.163,1,false,false,6364.27,0.157
1541756338.167,1,false,false,6364.28,0
1541756338.181,1,false,false,6364.26,0.02
1541756338.182,1,false,false,6364.29,0
1541756338.261,1,false,false,6364.25,0.157
1541756338.263,1,false,false,6364.26,0
1541756338.275,1,false,false,6364.27,0
1541756338.276,1,false,false,6364.24,0.02
1541756338.304,1,false,false,6364.23,0.157
1541756338.308,1,false,false,6364.24,0
1541756338.32,1,false,false,6364.22,0.02
1541756338.326,1,false,false,6364.25,0
1541756338.356,1,false,false,6364.21,0.157
1541756338.361,1,false,false,6364.22,0
1541756338.372,1,false,false,6364.2,0.02
1541756338.377,1,false,false,6364.23,0
1541756338.5,1,false,false,6364.19,0.157
